step_i,ReactantA,amountA,ReactantB,amountB,ReactantC,amountC,ReactantD,amountD,ReactantE,amountE,ReactantF,amountF,Intermediate,temperature,time,atmosphere,active_site,metal_metal_distance,FileName,coordinationtypeA,numbersA,coordinationtypeB,numbersB,coordinationtypeC,numbersC,stir,stir_time,stir_temperature
1,Cu(NO₃)₂·3H₂O,7.5 mmol (1.812 g),H₂BDC,7.5 mmol (1.245 g),DMF,150 mL,,,,,,,Cu(BDC)∙nDMF,,,AIR,,-,_20260322_220453_alamgholiloo_2019_synthesis_of_bimetallic_4_pysi_p.json,,0,,0,,0,,,
2,4-aminopyridine,1 mmol,salicylaldehyde,1 mmol,,,,,,,,,4-pyridylsalicylimine (4-PySI),,,,,-,_20260322_220453_alamgholiloo_2019_synthesis_of_bimetallic_4_pysi_p.json,,0,,0,,0,,,90.00
3,OMS-Cu(BDC),not specified,4-PySI,not specified,dry toluene,15 mL,,,,,,,4-PySI@Cu(BDC),,,,,-,_20260322_220453_alamgholiloo_2019_synthesis_of_bimetallic_4_pysi_p.json,,0,,0,,0,,,90.00
4,PdCl₂,41 mg (0.23 mmol),4-PySI@Cu(BDC),400 mg,dry toluene,2.5 mL,dry DMF,2.5 mL,DMF,20 mL,,,4-PySI-Pd@Cu(BDC),60.00,2.00,CO,,-,_20260322_220453_alamgholiloo_2019_synthesis_of_bimetallic_4_pysi_p.json,,0,,0,,0,yes,2.00,
1,Fe(NO₃)₃·9H₂O,3.62 g,Co(NO₃)₂·6H₂O,2.47 g,CaCO₃,10 g,,,,,,,Fe-Co/CaCO₃ bimetallic catalyst,120.00,12.00,AIR,,-,_20260322_220731_bankole_2018_optimization_of_supported_bimetallic_.json,,0,,0,,0,yes,12.00,
1,Palladium(II) nitrate dihydrate,not specified,Silver nitrate,not specified,Carboxyl-group functionalized short multi-wall carbon nanotubes (CNT),not specified,Sodium borohydride,not specified,Sodium citrate dihydrate,not specified,,,"Pd/CNT, Ag/CNT, PdAg/CNT, PdAg₃/CNT nanoparticles (20 wt% metal loading on CNT)",,,AIR,,-,_20260322_220807_benipal_2017_carbon_nanotube_supported_pdag_nanopa.json,,0,,0,,0,,,
1,melamine,not specified,AuCl₃,not specified,Cu(NO₃)₂,not specified,NaBH₄,1 g,deionized water,not specified,,,Cu-Au@g-C₃N₄,60.00,4.00,AIR,Cu Au NPs on g C3N4 support,-,_20260322_220821_bhuyan_2018_design_of_a_photoactive_bimetallic_cu_.json,N,1,C,3,N,4,yes,4.00,
1,bis(benzonitrile)palladium(II) dichloride,not specified,alumina support,not specified,supercritical CO₂,"flow rate 1–5 mL/min, V = 5 mL/min",,,,,,,Pd/Al₂O₃ or Pd-Ag/Al₂O₃ bimetallic catalyst,49.85,0.33,CO,,-,_20260322_221021_bilalov_2018_synthesis_of_a_bimetallic_catalyst_in.json,,0,,0,,0,,,
1,Au vapor,not specified,Pd vapor,not specified,acetone vapor,not specified,,,,,,,"Au-Pd/acetone solvated metal atoms (SMA), subsequently supported on carbon to give Au-Pd/C",,,HE,,-,_20260322_221403_bellini_2019_a_gold_palladium_nanoparticle_alloy_c.json,,0,,0,,0,,,
1,H₂PtCl₆·6H₂O,1 g,Co(NO₃)₂·6H₂O,187.3 mg,NaCl,11.87 g,deionized water,50 mL,,,,,homogeneous mixed solution (salt precursor),,,AIR,,-,_20260322_232052_cheng_2018_in_situ_synthesis_of_chemically_ordered.json,,0,,0,,0,,,
2,homogeneous mixed solution (salt precursor),all,,,,,,,,,,,molecular-level mixed salt precursor on quartz plate,,,AIR,,-,_20260322_232052_cheng_2018_in_situ_synthesis_of_chemically_ordered.json,,0,,0,,0,,,270.00
3,molecular-level mixed salt precursor,all,,,,,,,,,,,chemically ordered primitive cubic L₁₂-Pt₃Co nanoparticles,500.00,2.00,AR,,-,_20260322_232052_cheng_2018_in_situ_synthesis_of_chemically_ordered.json,,0,,0,,0,,,
1,TiO₂,support (unspecified mass),CoCl₂,for 5 wt.% Co loading,NH₄ReO₄,for 1–5 wt.% Re loading (varies by sample),,,,,,,"impregnated TiO₂ precursor (e.g., SI-4Co-YRe/TiO₂ or CI-4Co-1Re/TiO₂)",,,AIR,CoRe,-,_20260322_232229_di_2019_supported_co_re_bimetallic_catalysts_with_.json,,0,,0,,0,,,90.00
2,impregnated precursor,all,H₂,flowing gas,,,,,,,,,"reduced bimetallic Co-Re/TiO₂ catalyst (e.g., SI-4Co-1Re/TiO₂, CI-4Co-1Re/TiO₂, or SR-5Co-YRe/TiO₂)",500.00,2.00,,CoRe,-,_20260322_232229_di_2019_supported_co_re_bimetallic_catalysts_with_.json,,0,,0,,0,,,
1,PVP-modified Pt NPs,solution with Pt concentration of 5 mg/mL,ZIF-8,not specified (used as host matrix),methanol solution,15 mL (for Pt@ZIF-71 synthesis); solvent for Pt NPs dispersion,,,,,,,"Pt@ZIF-8-X% or Pt@ZIF-71-X% (X% = 1%, 3%, 5%, 10%)",,,AIR,,-,_20260322_232308_chen_2017_selective_catalytic_performances_of_nobl.json,,0,,0,,0,yes,,
1,Rh(NO₃)₃·xH₂O,stoichiometric for 1–7 wt.% Rh loading,nFe₂O₃,iron(III) oxide nanopowder (support),,,,,,,,,"Rh/nFe₂O₃ catalyst (as-prepared, oxidized precursor)",120.00,4.00,AIR,FeRh,-,_20260322_232347_carrillo_2018_in_situ_formation_of_ferh_nanoalloys.json,,0,,0,,0,,,
1,"4,4,4-trifluoro-1-(4-(pyridin-4-yl)phenyl)butane-1,3-dione (L)",not specified,Mn(OAc)₂,not specified,,,,,,,,,Mn(II)-MOF 1,,,AIR,Pd Au alloy nanoparticles,-,_20260322_232456_chen_2017_dual_heterogeneous_catalyst_pd_au_mn_ii_.json,,0,,0,,0,,,
2,Mn(II)-MOF 1,not specified,"Pd-Au bimetallic alloy precursor (e.g., Pd and Au salts or complexes)","not specified, but final loading: 10.6 wt% Pd, 14.8 wt% Au",solvent (likely DMF or similar),not specified,,,,,,,Pd–Au@Mn(II)-MOF (2),,,N₂,Pd Au alloy nanoparticles,-,_20260322_232456_chen_2017_dual_heterogeneous_catalyst_pd_au_mn_ii_.json,,0,,0,,0,,,
1,HAuCl₄·3H₂O,0.05 mmol (19.7 mg),tetradecylamine,10 mmol (2.15 g),octadecylamine,10 mmol (2.67 g),,,,,,,spherical Au seeds,,,AIR,,,_20260322_232557_chen_2017_au_cu_ag_nanorods_synthesized_by_seed_me.json,,,,,,,,,50.00
2,copper acetylacetonate,0.2 mmol (53.2 mg),oleylamine,1.0 mL (70%),,,,,,,,,Au-Cu rods,,,,,,_20260322_232557_chen_2017_au_cu_ag_nanorods_synthesized_by_seed_me.json,,,,,,,,,140.00
3,silver nitrate,7.0 mg,oleylamine,1.0 mL (70%),,,,,,,,,Au-Cu-Ag nanorods,60.00,,,,,_20260322_232557_chen_2017_au_cu_ag_nanorods_synthesized_by_seed_me.json,,,,,,,,,
1,Ce(NO3)3·6H2O,5.9 g,Al(NO3)3·6H2O,5.1 g,citric acid,7 g,deionized water,not specified,,,,,homogeneous aqueous solution,,,AIR,,-,_20260322_232715_chen_pradhan_2016_low_temperature_synthesis_of_met.json,,0,,0,,0,yes,2.00,60.00
2,homogeneous aqueous solution,all,,,,,,,,,,,spongy precursor material,,,AIR,,-,_20260322_232715_chen_pradhan_2016_low_temperature_synthesis_of_met.json,,0,,0,,0,,,80.00
3,spongy precursor material,all,,,,,,,,,,,decomposed precursor,,,AIR,,-,_20260322_232715_chen_pradhan_2016_low_temperature_synthesis_of_met.json,,0,,0,,0,,,200.00
4,decomposed precursor,all,H2,30 mL/min (or 4 mL/min in Result 10),,,,,,,,,CeAlO3 perovskite (or Ce1.0Al0.975Rh0.02Pt0.005O3 for doped variant),500.00,3.00,AIR,,-,_20260322_232715_chen_pradhan_2016_low_temperature_synthesis_of_met.json,,0,,0,,0,,,
1,Cu(NO₃)₂·2.5H₂O,195 mg,ZrCl₄,196 mg,ethanol,1 mL,,,,,,,metal precursor solution,,,AIR,,-,_20260322_232800_dean_2018_design_of_copper_based_bimetallic_nanopa.json,,0,,0,,0,yes,,
2,SiC powder,300 mg,,,,,,,,,,,dried CuZr/SiC precursor,,,,,-,_20260322_232800_dean_2018_design_of_copper_based_bimetallic_nanopa.json,,0,,0,,0,,,89.85
3,dried CuZr/SiC precursor,not specified,,,,,,,,,,,CuZr/SiC bimetallic catalyst,499.85,,AIR,,-,_20260322_232800_dean_2018_design_of_copper_based_bimetallic_nanopa.json,,0,,0,,0,,,
1,"[M(CN)₆]³⁻ salt (e.g., KFe(CN)₆ or KRu(CN)₆)",aqueous solution,"[M'(H₂O)₆]²⁺ salt (e.g., NiCl₂, CoCl₂, CrCl₃, etc.)",aqueous solution,CsCl or KCl,as required for charge balance,,,,,,,"Prussian blue analog (PBA) nanoparticles (e.g., CsNiFe(CN)₆, CsNiRu(CN)₆, KFeRu(CN)₆, etc.)",,,AIR,,-,_20260322_232854_castan_2017_new_method_for_the_growth_of_single_wa.json,,0,,0,,0,,,
2,PBA nanoparticles (on substrate),as deposited,H₂,100 sccm,,,,,,,,,"bimetallic alloy nanoparticles (e.g., FeRu, NiFe, NiRu, CoRu, NiCr)",800.00,0.08,HE,,-,_20260322_232854_castan_2017_new_method_for_the_growth_of_single_wa.json,,0,,0,,0,,,
1,PdCl₂,0.044 g,polyvinylpyrrolidone (PVP),0.500 g,ethylene glycol,10 mL,HAuCl₄·3H₂O,0.098 g,PVP,0.250 g,deionized water,10 mL,AuPd-Fe₃O₄ nanoparticles,100.00,1.00,HE,,-,_20260322_232932_cho_2019_aupd_fe3_o4_nanoparticle_catalyzed_synthe.json,,0,,0,,0,,,
1,"Pd²⁺ precursor (e.g., PdCl₂ or Pd(NO₃)₂)",not specified,"Cu²⁺ precursor (e.g., Cu(NO₃)₂)","varied for different Pd/Cu ratios (e.g., 80 mM / 20 mM, 80 mM / 40 mM, etc.)",graphene oxide (GO) dispersion,not specified,"reducing agent (implied: likely ascorbic acid or hydrazine, but unstated; synthesis is 'stabilizer-free' and room-temperature)",not specified,,,,,porous bimetallic PdCu nanofinger supported on reduced graphene oxide (PdCu/rGO),,,AIR,,-,_20260322_232944_cui_2018_one_step_stabilizer_free_synthesis_of_por.json,,0,,0,,0,yes,,
1,primary amine,0.75 mmol,toluene,5 mL,Co₂Rh₂/C,5 mol% (45–67.5 mg),,,,,,,"tertiary amine (e.g., tridodecylamine) or secondary amine (e.g., didodecylamine)",180.00,18.00,AR,Co2Rh2,-,_20260322_232952_chung_2018_conversion_of_primary_amines_to_symmetr.json,,0,,0,,0,,,
1,HAuCl4·3H2O,not specified,PdCl2,not specified,L-hydroxyproline (L-Hyp),"appropriate concentration, eco-friendly stabilizer and structure-directing agent",,,,,,,bimetallic AuPd nanocrystals (AuPd NCs),,,AIR,,-,_20260322_233352_chen_2018_facile_synthesis_of_bimetallic_gold_pall.json,,0,,0,,0,,,
1,Pt(OOCMe)₄M(OH)₂,not specified,benzene or acetic acid/acetic anhydride mixture,not specified,,,,,,,,,"crystalline bimetallic cluster (e.g., PtCo(OOCMe)₄(OH)₂)",,,AIR,PtM,"2.59 Å (PtCo), 2.64 Å (PtNi), 2.66 Å (PtMn), 2.68 Å (PtZn)",_20260323_003128_grinberg_2019_nanosized_catalysts_of_oxygen_reduct.json,,0,,0,,0,,,
2,crystalline bimetallic cluster,not specified,Vulcan XC-72 carbon black,not specified,,,,,,,,,cluster-loaded carbon,,,AIR,PtM,"2.59 Å (PtCo), 2.64 Å (PtNi), 2.66 Å (PtMn), 2.68 Å (PtZn)",_20260323_003128_grinberg_2019_nanosized_catalysts_of_oxygen_reduct.json,,0,,0,,0,,,
3,cluster-loaded carbon,all,,,,,,,,,,,"PtM/C dual-atom catalyst (e.g., PtCo/C, PtNi/C, PtMn/C, PtZn/C)",500.00,1.00,,PtM,"2.59 Å (PtCo), 2.64 Å (PtNi), 2.66 Å (PtMn), 2.68 Å (PtZn)",_20260323_003128_grinberg_2019_nanosized_catalysts_of_oxygen_reduct.json,,0,,0,,0,,,
1,"carbohydrate-rich biomass (e.g., sewage sludge or analogous precursor)",not specified,nickel nitrate,"x mol L⁻¹ (e.g., 0.05, 0.1, 0.25, or 0.5)",iron(III) nitrate (Fe³⁺ source),x mol L⁻¹ (same as Ni concentration for bimetallics),,,,,,,Ni-Fe loaded hydrochar precursor,,,,NiFe alloy NiFe2O4 spinel,-,_20260323_003258_gai_2018_hydrochar_supported_bimetallic_ni_fe_nano.json,O,4,,0,,0,,,200.00
2,Ni-Fe loaded hydrochar precursor,all,,,,,,,,,,,"NiFe/HC-Y (e.g., Ni₀.₂₅Fe₀.₂₅/HC-900)",,,N₂,NiFe alloy NiFe2O4 spinel,-,_20260323_003258_gai_2018_hydrochar_supported_bimetallic_ni_fe_nano.json,O,4,,0,,0,,,500.00
3,,,,,,,,,,,,,"final catalyst (e.g., Ni₀.₂₅Fe₀.₂₅/HC-900)",,,AIR,NiFe alloy NiFe2O4 spinel,-,_20260323_003258_gai_2018_hydrochar_supported_bimetallic_ni_fe_nano.json,O,4,,0,,0,,,
1,nickel nitrate hexahydrate,100 mM solution,copper nitrate trihydrate,100 mM solution,,,,,,,,,Ni/Cu-coated quartz boat,,,AIR,,-,_20260323_003310_ghaemi_rajabzadeh_2018_synthesis_of_different_type.json,,0,,0,,0,,,
2,Ni/Cu-coated quartz boat,entire coated boat,,,,,,,,,,,Ni/Cu nanoparticles on quartz boat,,,AIR,,-,_20260323_003310_ghaemi_rajabzadeh_2018_synthesis_of_different_type.json,,0,,0,,0,,,200.00
3,acetylene,"carbon source, 100 sccm",hydrogen,"reduction agent, 50 sccm",nitrogen,"carrier gas, 50 sccm",Ni/Cu nanoparticles on quartz boat,loaded into CVD chamber,,,,,"CNT-G, CNT-CNS, or CNS-G nanohybrids",750.00,,N₂,,-,_20260323_003310_ghaemi_rajabzadeh_2018_synthesis_of_different_type.json,,0,,0,,0,,,
1,cordierite (COR) monolith,pretreated support,SiO₂ sol solution,immersed for 5 min,,,,,,,,,SiO₂/cordierite support,,,AIR,PdNi alloy surface,-,_20260323_003520_guo_2018_hydrogenation_of_2_ethylanthraquinone_wit.json,,0,,0,,0,,,100.00
2,PdCl₂,dissolved in HCl solution,SiO₂/cordierite support,all,"M metal precursor (e.g., Ni(NO₃)₂·6H₂O, Fe(NO₃)₃·9H₂O, etc.)","co-impregnated, mass ratio Pd:M = e.g., 2:1 for Pd-Ni",,,,,,,"Pd-M/SiO₂/COR bimetallic monolithic catalyst (e.g., Pd-Ni/SiO₂/COR)",,,AIR,PdNi alloy surface,-,_20260323_003520_guo_2018_hydrogenation_of_2_ethylanthraquinone_wit.json,,0,,0,,0,,,100.00
3,Pd-M/SiO₂/COR catalyst,placed in fixed-bed reactor,H₂ gas,fed at 10 mL/min for 3 h,,,,,,,,,"reduced Pd-M/SiO₂/COR bimetallic monolithic catalyst (e.g., PdNi alloy)",400.00,3.00,,PdNi alloy surface,-,_20260323_003520_guo_2018_hydrogenation_of_2_ethylanthraquinone_wit.json,,0,,0,,0,,,
1,Pd/C,"commercial, 1 wt% Pd on carbon (Alfa Aesar)",HAuCl4(aq),added to achieve Au loading of 0.1–1.7 wt%,,,,,,,,,impregnated PdAu/C precursor,,,AIR,PdAu,-,_20260323_003657_fang_2016_gold_doping_of_carbon_supported_palladiu.json,,0,,0,,0,,,
2,impregnated PdAu/C precursor,all,,,,,,,,,,,"PdAu/C bimetallic catalyst (e.g., DAH-1.1)",400.00,3.00,AIR,PdAu,-,_20260323_003657_fang_2016_gold_doping_of_carbon_supported_palladiu.json,,0,,0,,0,,,
1,H₂PtCl₆,"5 mL, 7.72 mM in water",RuCl₃,"2 mL, 19.3 mM in water",Vulcan XC-72R Carbon,20 mg,ethylene glycol,5 mL,,,,,Pt₁Ru₁/C catalyst,159.85,1.00,AIR,,-,_20260323_003707_gu_2018_rapid_synthesis_of_platinum_ruthenium_bime.json,,0,,0,,0,,,
1,C₃N₄ quantum dots,40.0 μL,HAuCl₄,100.0 μL of 10⁻⁴ M solution,PdCl₂ (or other Pd precursor),"not explicitly quantified, but used in bimetallic synthesis",ethanol/water mixture,3.38 mL water + 1.5 mL absolute EtOH (30% v/v ethanol),,,,,"Au, Pd, or AuPd bimetallic nanoparticles (colloidal dispersion)",,2.00,AIR,,-,_20260323_003909_fageria_2016_synthesis_of_monometallic_au_and_pd_a.json,,0,,0,,0,yes,2.00,
1,Ni precursor,not specified,Pd precursor,not specified,hydrazine monohydrate,"reducing agent, not quantified",ammonia,"to adjust pH to 12, not quantified",graphene nanosheets (GNS),not specified,,,"NiPd alloy NPs/GNS (I, II, III)",,,HE,,-,_20260323_003925_gopalsamy_2017_surfactant_free_synthesis_of_nipd_n.json,,0,,0,,0,,,
1,H2PtCl6·6H2O,appropriate amount for desired Pt/Sn ratio,SnCl2·2H2O,appropriate amount for desired Pt/Sn ratio,NaBH4 (aqueous solution),"dropwise addition, amount varied based on Sn content",,,,,,,black powder (PtSn bimetallic composite),,3.00,AIR,,-,_20260323_004009_feng_2016_one_pot_synthesis_of_ptsn_bimetallic_com.json,,0,,0,,0,yes,3.00,
1,ZrCl₄,0.056 g,p-phthalic acid,0.12 g,HCl,0.38 mL,glacial acetic acid,4 mL,"N,N-dimethylformamide",5 mL,,,UiO-66,,,HE,,-,_20260323_004156_guan_2017_comparison_of_pd_uio_66_and_pd_uio_66_nh.json,,0,,0,,0,,,110.00
2,ZrCl₄,0.056 g,2-aminoterephthalic acid,0.13 g,HCl,0.38 mL,glacial acetic acid,4 mL,"N,N-dimethylformamide",5 mL,,,UiO-66-NH₂,110.00,3.00,HE,,-,_20260323_004156_guan_2017_comparison_of_pd_uio_66_and_pd_uio_66_nh.json,,0,,0,,0,,,
1,alcohol,1 mmol,amine,1.5 mmol,"catalyst 1 (dicopper(I,I) complex)",0.02 mmol,potassium hydroxide (KOH),0.1 mmol,dodecane,1 mmol,,,imine,60.00,8.00,,Cu2,-,_20260323_004356_dutta_2017_aerobic_oxidative_coupling_of_alcohols_.json,,0,,0,,0,,,
1,Ni(NO3)2·6H2O,5 mM (0.3 mL),K2PtCl4,20 mM (0.7 mL),poly(vinylpyrrolidone) (PVP),0.01 g,L-ascorbic acid (AA),0.1 M (1 mL),,,,,porous dendritic PtNi nanocrystals,,6.00,AIR,,-,_20260323_004406_eid_2016_facile_synthesis_of_porous_dendritic_bime.json,,0,,0,,0,yes,6.00,
1,"copper-iron precursor (e.g., copper-iron oxide)",not specified,oleic acid (OAC),"capping agent, amount not specified",hexane,6 mL,absolute ethanol,24 mL,,,,,CuFe bimetallic nanoparticles,,,AR,Cu χ Fe5C2,-,_20260323_094631_huang_2018_fabrication_of_highly_stable_sio2_encap.json,C,2,,0,,0,,,79.85
2,CuFe bimetallic nanoparticles,used as core,tetraethyl orthosilicate (TEOS),"silica source, amount not specified","reverse microemulsion components (e.g., water, surfactant, oil)",not specified,,,,,,,CuFe@SiO₂ core-shell nanoparticles,,,AIR,Cu χ Fe5C2,-,_20260323_094631_huang_2018_fabrication_of_highly_stable_sio2_encap.json,C,2,,0,,0,,,
1,KMnO₄,0.01 mol,Mn(CH₃COO)₂,0.015 mol,Fe(NO₃)₃,"variable (to achieve Fe:Mn = 1:1, 1:2, 1:4 molar ratios)",cetyltrimethylammonium bromide (CTAB),0.25 g,,,,,"FeMn bimetallic nanocatalysts (α-MnO₂-based, Fe-modified)",140.00,2.00,HE,,-,_20260323_094644_guo_2019_hydrothermal_synthesis_of_fe_mn_bimetalli.json,,0,,0,,0,,,
1,HAuCl₄,0.1 mL (0.06 g Au/mL),CuCl₂,1 mL (0.03 g Cu/mL),OAR (SOCl₂:DMF = 1:10),5.4 mL,activated carbon (Norit ROX 0.8),2.97 g,,,,,AuCuₓ/AC(OAR) catalyst,110.00,2.00,AIR,,-,_20260323_094915_he_2019_highly_active_aucu_based_catalysts_for_ace.json,,0,,0,,0,yes,2.00,
1,RhBr₃·xH₂O,102 mg (0.300 mmol),"PVP (MW = 40,000)",230 mg (2.07 mmol),triethylene glycol (TREG),10.0 mL,ethanol,to dissolve Rh salt,,,,,Rh nanocubes (~7 nm edge length),,,AR,,-,_20260323_095032_harak_2017_designing_efficient_catalysts_through_b.json,,0,,0,,0,,,110.00
2,Rh nanocube seeds,1.0 mL,ethylene glycol,10.0 mL,Pt(acac)₂,3.0 mg (7.6 μmol) for 1.2 Pt ML; up to 18.0 mg (45.8 μmol) for 7.4 Pt ML,,,,,,,Rh@Pt core@shell nanocubes with controlled Pt shell thickness (1.2–7.4 monolayers),160.00,2.00,AR,,-,_20260323_095032_harak_2017_designing_efficient_catalysts_through_b.json,,0,,0,,0,,,
1,Ni(acac)₂,1:1 mol ratio with Fe(acac)₂,Fe(acac)₂,1:1 mol ratio with Ni(acac)₂,oleylamine (OAm),"solvent, reducing agent, surfactant",,,,,,,NiFe nanoparticles (NPs),,,N₂,,-,_20260323_095303_he_2017_a_versatile_sensor_for_determination_of_se.json,,0,,0,,0,,,110.00
2,NiFe NPs,10 mg,carbon black,10 mg,hexane,15 mL,acetic acid,for surface cleaning,ethanol,washing solvent,Nafion solution (0.1% v/v),10 μL,NiFe/C modified glassy carbon electrode (GCE),70.00,1.00,N₂,,-,_20260323_095303_he_2017_a_versatile_sensor_for_determination_of_se.json,,0,,0,,0,,,
1,Pd(CH₃COO)₂,not specified,Cu(NO₃)₂·2.5H₂O,not specified,amorphous silica (Davisil Grade 62),"support, particle size = 75–250 × 10⁻⁶ m",,,,,,,"Pd(X)-Cu/SiO₂ bimetallic catalysts (X = Pd/(Pd+Cu) atomic ratio, 0.0–0.50)",,,AIR,,-,_20260323_095432_jiang_2018_co2_hydrogenation_to_methanol_on_pd_cu_.json,,0,,0,,0,,,
1,Cu(NO₃)₂·3H₂O,not specified,Ni(NO₃)₂·6H₂O,not specified,"alkali nitrate (Li, Na, K, or Cs nitrate)",not specified,ammonia solution,sufficient for dissolution,,,,,metallic ammonia solution,,,AIR,CuNi,-,_20260323_095455_han_2018_effect_of_alkali_doping_on_the_performanc.json,,0,,0,,0,yes,,
2,natural diatomite,dispersed in metallic ammonia solution,,,,,,,,,,,slurry mixture,,,AIR,CuNi,-,_20260323_095455_han_2018_effect_of_alkali_doping_on_the_performanc.json,,0,,0,,0,yes,24.00,
3,slurry mixture,all,,,,,,,,,,,wet solid,,,AIR,CuNi,-,_20260323_095455_han_2018_effect_of_alkali_doping_on_the_performanc.json,,0,,0,,0,,,
4,wet solid,all,,,,,,,,,,,"Cu-Ni-M/diatomite (M = Li, Na, K, Cs)",110.00,3.00,N₂,CuNi,-,_20260323_095455_han_2018_effect_of_alkali_doping_on_the_performanc.json,,0,,0,,0,,,
1,Ni(CH3COO)2·6H2O,not specified,Cu(CH3COO)2·4H2O,not specified,oleylamine,not specified,oleic acid,not specified,dimethylformamide (DMF),1 mL (in one protocol),,,Cu:Ni bimetallic nanoparticles (NPs),200.00,12.00,HE,,-,_20260323_095551_hashemizadeh_biglari_2018_cuni_bimetallic_nanopart.json,,0,,0,,0,,,
1,Pd(acac)₂,not specified,Ni(acac)₂,not specified,"1,2,4-trimethylbenzene",not specified,furfuryl alcohol,not specified,oxalic acid,not specified,,,gel,,,AIR,,-,_20260323_095710_huynh_2019_synergetic_electrocatalytic_activities_.json,,0,,0,,0,yes,0.25,
2,gel,all,,,,,,,,,,,aged solid,,,AIR,,-,_20260323_095710_huynh_2019_synergetic_electrocatalytic_activities_.json,,0,,0,,0,,,80.00
3,aged solid,all,1% HF,sufficient for 24 h etching,,,,,,,,,fcc-Pd₀.₅₀Ni₀.₅₀ catalyst,750.00,4.00,N₂,,-,_20260323_095710_huynh_2019_synergetic_electrocatalytic_activities_.json,,0,,0,,0,,,
1,TiO₂,support,Pd precursor (not specified),for 0.1 mol% Pd loading,Au precursor (not specified),for 0.1 mol% Au loading,,,,,,,Pd–Au/TiO₂ nanocatalyst,,,,,-,_20260323_122148_lakshminarayana_2018_bimetallic_pd_autio2_nanopart.json,,0,,0,,0,,,
1,"2-(2H-benzotriazol-2-yl)-4-(2,4,4-trimethylpentan-2-yl)phenol",12.9 g (40.0 mmol),"N,N'-dimethylethylenediamine",2.08 g (20.0 mmol),paraformaldehyde,1.28 g (40.0 mmol),ethanol,10 mL,,,,,C₈MEA DiBTP-H₂,,,AIR,Ni22,-,_20260323_154956_lin_2016_bimetallic_nickel_complexes_that_bear_dia.json,,0,,0,,0,,,78.00
2,C₈MEA DiBTP-H₂,1 equivalent,Ni(OAc)₂·4H₂O,2.0 equivalents,,,,,,,,,[(C₈MEA DiBTP)Ni₂(OAc)₂],65.00,,AIR,Ni22,-,_20260323_154956_lin_2016_bimetallic_nickel_complexes_that_bear_dia.json,,0,,0,,0,,,
1,Al₂O₃,"support, quantity not specified",Fe(NO₃)₃,15 wt% relative to support,Co(NO₃)₂,3 wt% relative to support,Cu(NO₃)₂,"4% of Fe loading (i.e., 0.6 wt% relative to support)",K₂CO₃,"2% of Fe loading (i.e., 0.3 wt% relative to support)",,,"bimetallic Fe-Co/Al₂O₃ catalyst (e.g., ₁₀Ar-15%(Fe)3%(Co))",900.00,4.00,AR,,-,_20260323_155053_louyot_2018_ultrasound_assisted_impregnation_for_h.json,,0,,0,,0,,,
1,Na₂PdCl₄,29.4 mg (0.1 mmol),CuCl₂·2H₂O,68.2 mg (0.4 mmol),oleylamine,1 mL,ethylene glycol,100 mL,,,,,"PdₓCu₁₀₀₋ₓ nanoparticles (e.g., Pd₂₀Cu₈₀)",119.85,2.00,AR,,-,_20260323_155429_liu_2018_fabrication_of_palladium_copper_nanoparti.json,,0,,0,,0,,,
1,chitosan,not specified,diluted hydrochloric acid,"aqueous solution, concentration not specified",,,,,,,,,acidic chitosan solution,,,AIR,FeN4 and CoN4,,_20260323_155722_ma_2019_bio_inspired_chitosan_heme_vitamin_b12_der.json,N,4,N,4,,0,,,
2,heme,part of total 0.4 g heme + vitamin B₁₂,vitamin B₁₂,"part of total 0.4 g heme + vitamin B₁₂ (e.g., 0.1 g heme + 0.3 g B₁₂ for Fe(1)Co(3))",acidic chitosan solution,all,silica nanospheres,"2 g, ~30 nm diameter",,,,,chitosan-heme-B₁₂-SiO₂ composite precursor,,,AIR,FeN4 and CoN4,,_20260323_155722_ma_2019_bio_inspired_chitosan_heme_vitamin_b12_der.json,N,4,N,4,,0,yes,,
3,chitosan-heme-B₁₂-SiO₂ composite precursor,all,,,,,,,,,,,carbonized composite (SiO₂@Fe-Co-N-C),,,N₂,FeN4 and CoN4,,_20260323_155722_ma_2019_bio_inspired_chitosan_heme_vitamin_b12_der.json,N,4,N,4,,0,,,900.00
4,carbonized composite,all,diluted hydrofluoric acid,"5 wt%, 12 h",,,,,,,,,Fe-Co-N-C mesoporous carbon,,12.00,AIR,FeN4 and CoN4,,_20260323_155722_ma_2019_bio_inspired_chitosan_heme_vitamin_b12_der.json,N,4,N,4,,0,,,
1,ZrO(NO3)2·6H2O,not specified,γ-Al2O3,not specified,deionized water,not specified,,,,,,,wet impregnated Al2O3-ZrO2 support,,,AIR,,-,_20260323_155738_mahboob_2017_sonochemically_preparation_and_charac.json,,0,,0,,0,yes,5.00,70.00
2,Ni(NO3)2·6H2O,not specified,Co(NO3)2·6H2O,not specified,deionized water,not specified,Al2O3-ZrO2 support,not specified,,,,,Ni-Co/Al2O3-ZrO2 precursor,,,AIR,,-,_20260323_155738_mahboob_2017_sonochemically_preparation_and_charac.json,,0,,0,,0,,,
3,Ni-Co/Al2O3-ZrO2 precursor,not specified,,,,,,,,,,,Ni-Co/Al2O3-ZrO2 nanocatalyst,,,AIR,,-,_20260323_155738_mahboob_2017_sonochemically_preparation_and_charac.json,,0,,0,,0,,,700.00
