step_i,ReactantA,amountA,ReactantB,amountB,ReactantC,amountC,ReactantD,amountD,ReactantE,amountE,ReactantF,amountF,Intermediate,temperature,time,atmosphere,active_site,metal_metal_distance,FileName,coordinationtypeA,numbersA,coordinationtypeB,numbersB,coordinationtypeC,numbersC,stir,stir_time,stir_temperature
2,Pd-M seed solution,added to microemulsion A,NaBH₄ solution (10 wt.%),450 μL,ammonia aqueous solution,2 mL,,,,,,,Pd-M@SiO₂,,,AIR,,-,_20260319_184642_wang_2020_synthesis_of_pd_m_hcs_m_co_ni_cu_bimetal.json,,0,,0,,0,yes,2.00,35.00
3,Pd-M@SiO₂,as-obtained,deionized water,70 mL,ethanol,30 mL,CTAB,4 g,resorcinol,0.35 g,formaldehyde (37–40%),0.5 mL,Pd-M@SiO₂@RF,,,AIR,,-,_20260319_184642_wang_2020_synthesis_of_pd_m_hcs_m_co_ni_cu_bimetal.json,,0,,0,,0,yes,6.00,35.00
4,Pd-M@SiO₂@RF,as-obtained,,,,,,,,,,,Pd-M@SiO₂@C,,,N₂,,-,_20260319_184642_wang_2020_synthesis_of_pd_m_hcs_m_co_ni_cu_bimetal.json,,0,,0,,0,,,600.00
5,Pd-M@SiO₂@C,as-obtained,deionized water,36 mL,HF solution,5 mL,,,,,,,Pd-M@HCS,,,AIR,,-,_20260319_184642_wang_2020_synthesis_of_pd_m_hcs_m_co_ni_cu_bimetal.json,,0,,0,,0,yes,12.00,
6,Pd-M@HCS,as-obtained,,,,,,,,,,,"final Pd-M@HCS catalyst (M = Co, Ni, Cu)",250.00,2.00,AIR,,-,_20260319_184642_wang_2020_synthesis_of_pd_m_hcs_m_co_ni_cu_bimetal.json,,0,,0,,0,,,
1,Ag salt,not specified,Pd salt,not specified,g-C₃N₄,"support, not quantified",,,,,,,AgPd@g-C₃N₄,,,,,-,_20260319_184902_nasir_baig_2016_a_photoactive_bimetallic_framework.json,,0,,0,,0,,,
1,HAuCl4,not specified,H2PtCl6,stoichiometric addition,carbon support,not specified,aqueous solution,"solvent, not quantified",,,,,Au-Pt/C bimetallic single-atom catalyst,626.85,,AIR,Au Pt,-,_20260319_184923_kaiser_2021_sustainable_synthesis_of_bimetallic_si.json,,0,,0,,0,,,
1,H-beta zeolite,commercial,13 M HNO₃,20 mL/g,,,,,,,,,Off-Al H-beta (dealuminized beta zeolite),,,AIR,,-,_20260319_184938_dou_2020_highly_efficient_conversion_of_kraft_lign.json,,0,,0,,0,,,100.00
2,Off-Al H-beta,0.5 g,cobalt acetate tetrahydrate,"variable, to achieve total metal loading of 0.844 mmol/g zeolite",zinc acetate,"variable, to achieve Co:Zn molar ratios of 1:3, 1:1, or 3:1",,,,,,,Co-Zn/Off-Al H-beta catalyst,550.00,,AIR,,-,_20260319_184938_dou_2020_highly_efficient_conversion_of_kraft_lign.json,,0,,0,,0,,,
1,FeCl₃,not specified,CuCl₂,not specified,Na,not specified,,,,,,,FeCu bimetallic nanoparticles (bcc α-Fe + fcc Cu phases),,,AR,,-,_20260319_184957_swiatkowska_warkocka_2021_bimetal_cufe_nanoparticl.json,,0,,0,,0,,,
2,FeCu nanoparticles (20% Fe),not specified,CNT,not specified,,,,,,,,,CuFe/CNT nanocomposites,,15.00,AR,,-,_20260319_184957_swiatkowska_warkocka_2021_bimetal_cufe_nanoparticl.json,,0,,0,,0,,,
1,MCM-48,1.0 g,AgNO₃,10.0 mmol,Cu(OAc)₂·H₂O,10.0 mmol,citric acid,20.0 mmol,deionized water,30 mL,,,impregnated Ag/CuO/MCM-48 sample,,,AIR,Ag Cu,-,_20260319_185121_tavakoli_2019_introduction_of_agcuomcm_48_as_an_ef.json,,0,,0,,0,yes,24.00,
2,impregnated Ag/CuO/MCM-48 sample,all,,,,,,,,,,,Ag/CuO/MCM-48 bimetallic catalyst,,,AIR,Ag Cu,-,_20260319_185121_tavakoli_2019_introduction_of_agcuomcm_48_as_an_ef.json,,0,,0,,0,,,
1,AgNO₃,2 mL (20 mM),PVP,4 mL (50 mM),ethylene glycol (EG),10 mL,,,,,,,AgNP seeds,,,AIR,,-,_20260319_185401_higareda_2019_synthesis_of_au_pt_core_shell_nanopa.json,,0,,0,,0,,,160.00
2,AgNP seeds,0.5 mL,HAuCl₃·3H₂O,0.5 mL (50 mM),PVP,1 mL (50 mM),ethylene glycol (EG),5 mL,,,,,AuNP seeds,,,AIR,,-,_20260319_185401_higareda_2019_synthesis_of_au_pt_core_shell_nanopa.json,,0,,0,,0,,,160.00
3,AuNP seeds,7 mL (pre-synthesized),H₂PtCl₆·6H₂O (Pt precursor),5 mL (50 mM),PVP,1 mL (50 mM),,,,,,,Au@Pt core–shell nanoparticles,160.00,0.25,AIR,,-,_20260319_185401_higareda_2019_synthesis_of_au_pt_core_shell_nanopa.json,,0,,0,,0,,,
1,ZnO,not specified,Cu(OH)2,not specified,,,,,,,,,c-ZnCu-MOF-74 (crystalline bimetallic MOF-74),,,,ZnCuO6,not specified,_20260319_185628_stolar_2021_scalable_mechanochemical_amorphization.json,O,6,,0,,0,,,
2,c-ZnCu-MOF-74,not specified,,,,,,,,,,,a-ZnCu-MOF-74 (amorphous bimetallic MOF-74),,,,ZnCuO6,not specified,_20260319_185628_stolar_2021_scalable_mechanochemical_amorphization.json,O,6,,0,,0,,,
1,Pd(acac)₂,not specified,O₂,not specified,,,,,,,,,Pd/C catalyst,,,AIR,,-,_20260319_185754_belousov_2019_synthesis_and_catalytic_hydrogenatio.json,,0,,0,,0,,,200.00
2,HAuCl₄,not specified,Pd/C,not specified,HCl,not specified,,,,,,,Au-Pd/C bimetallic catalyst,130.00,2.00,AR,,-,_20260319_185754_belousov_2019_synthesis_and_catalytic_hydrogenatio.json,,0,,0,,0,,,
1,Cu(NO₃)₂·3H₂O,"0.05 M solution, 10 mL",PdCl₂,"0.05 M solution, 10 mL",thiol-functionalized PNIPAM microgels,10 mL pre-prepared dispersion,deionized water,15 mL,ascorbic acid,0.5 mL of 0.05 M,NaOH,2 mL of 0.6 M,PNIPAM-Cu/Pd hybrid microgels,120.00,,AIR,,-,_20260319_185849_kakar_2021_synthesis_of_bimetallic_nanoparticles_l.json,,0,,0,,0,yes,,
1,1a,0.5 mmol,2a,0.1 mmol,Y(OTf)₃,5 mol%,(R)-Yb[P],10 mol%,H₂O,5 μL,5 Å molecular sieves,10 mg,3a,0.00,,AIR,Y Yb,-,_20260319_190000_luo_2019_asymmetric_ring_opening_of_donor_acceptor.json,,0,,0,,0,,,
1,activated carbon (AC),"support, unspecified mass","Ru precursor (e.g., RuCl₃)",not specified,"Pt precursor (e.g., H₂PtCl₆)",not specified,,,,,,,dried Ru/AC and Pt/AC co-impregnated precursor,,,AIR,RuPt,-,_20260319_190211_xu_2021_cooperation_between_pt_and_ru_on_ruptac_bi.json,,0,,0,,0,,,
2,dried precursor from step 1,all,H₂,"flowing gas, for reduction",,,,,,,,,RuPt/AC bimetallic catalyst (RuPt alloy nanoparticles on AC),500.00,,,RuPt,-,_20260319_190211_xu_2021_cooperation_between_pt_and_ru_on_ruptac_bi.json,,0,,0,,0,,,
1,SiO₂ powder,support material,Cu(NO₃)₂,equimolar with Ni(NO₃)₂,Ni(NO₃)₂,equimolar with Cu(NO₃)₂,deionized water,aqueous solution,,,,,Ni-Cu/SiO₂ precursor (5 wt% Cu),,,AIR,,-,_20260319_191133_katayama_2020_development_of_simultaneous_measurem.json,,0,,0,,0,,,69.85
2,Ni-Cu/SiO₂ precursor,as prepared,10 vol% H₂ in He,flowing gas,,,,,,,,,reduced Ni-Cu bimetallic alloy on SiO₂,599.85,,HE,,-,_20260319_191133_katayama_2020_development_of_simultaneous_measurem.json,,0,,0,,0,,,
1,Fe salt,varied (0–5 wt%),Mo salt,varied (0–4 wt%),acetone,5 mL,,,,,,,catalyst solution,,,AIR,FeMo,-,_20260319_191718_betar_2020_bimetallic_mo_fe_co_catalyst_based_nano.json,,0,,0,,0,yes,,
2,powdered activated carbon (PAC),2 g,catalyst solution,all,,,,,,,,,impregnated PAC-FeMo,,,AIR,FeMo,-,_20260319_191718_betar_2020_bimetallic_mo_fe_co_catalyst_based_nano.json,,0,,0,,0,,,60.00
3,impregnated PAC-FeMo,as prepared,,,,,,,,,,,calcined PAC-FeMo,,,N₂,FeMo,-,_20260319_191718_betar_2020_bimetallic_mo_fe_co_catalyst_based_nano.json,,0,,0,,0,,,350.00
4,calcined PAC-FeMo,as prepared,,,,,,,,,,,reduced FeMo/PAC catalyst,,,,FeMo,-,_20260319_191718_betar_2020_bimetallic_mo_fe_co_catalyst_based_nano.json,,0,,0,,0,,,450.00
5,reduced FeMo/PAC catalyst,as prepared,acetylene,50 mL/min,hydrogen,200 mL/min,,,,,,,CNMs (CNTs/CNFs) on FeMo/PAC support,650.00,1.00,N₂,FeMo,-,_20260319_191718_betar_2020_bimetallic_mo_fe_co_catalyst_based_nano.json,,0,,0,,0,,,
1,NiCl₂·6H₂O,1.5 g,FeCl₂·4H₂O,0.5 g,NaOH,0.1 g,ethylene glycol,30 mL,,,,,blackish/green mixture solution,,,AIR,,-,_20260319_192112_bharath_2020_catalytic_hydrodeoxygenation_of_bioma.json,,0,,0,,0,yes,0.50,70.00
2,NH₂NH₂·H₂O (hydrazine hydrate),2 mL,blackish/green mixture solution,all,,,,,,,,,Ni₃Fe magnetic alloy nanoparticles (MANPs),180.00,12.00,HE,,-,_20260319_192112_bharath_2020_catalytic_hydrodeoxygenation_of_bioma.json,,0,,0,,0,,,
1,Pd precursor,not specified,Au precursor,not specified,nitrogen-doped carbon black (NCB),"support, amount not specified",,,,,,,PdAu/NCB bimetallic nanoparticles,,,,PdAu,-,_20260319_192222_han_2019_pdau_alloy_nanoparticles_supported_on_nit.json,,0,,0,,0,,,
1,Fe-Tz,not specified,Cu-Tz,not specified,,,,,,,,,FeCu-x:y MOF alloy,,,AIR,FeCuN6,-,_20260319_192252_lee_2019_homogenized_bimetallic_catalysts_from_met.json,N,6,,0,,0,,,
2,FeCu-x:y MOF alloy,not specified,,,,,,,,,,,bimetallic carbon-based catalyst (FeCu-NC),,,AR,FeCuN6,-,_20260319_192252_lee_2019_homogenized_bimetallic_catalysts_from_met.json,N,6,,0,,0,,,
1,Zn-MOF (TMU-17-NH₂),not specified,salicylaldehyde,not specified,,,,,,,,,Schiff-base-grafted Zn-MOF,,,AIR,CuPd,,_20260319_192359_salahshournia_2020_designing_a_bifunctional_metal_.json,,0,,0,,0,,,
2,Schiff-base-grafted Zn-MOF,not specified,Pd(II) precursor,not specified,,,,,,,,,Zn-MOF-[Pd],,,AIR,CuPd,,_20260319_192359_salahshournia_2020_designing_a_bifunctional_metal_.json,,0,,0,,0,,,
3,Zn-MOF-[Pd],50 mg,CuCl₂·2H₂O,0.1 M in DMF,,,,,,,,,Cu-MOF-[Pd],,,AIR,CuPd,,_20260319_192359_salahshournia_2020_designing_a_bifunctional_metal_.json,,0,,0,,0,,,
1,nickel-diethylenetriamine (Ni-DETA),varied molar ratios (0.005–0.5 relative to Si),copper-tetraethylenepentamine (Cu-TEPA),"co-template, amount not quantified",silica source,Si/Al molar ratio = 3–80,aluminum source,Si/Al molar ratio = 3–80,,,,,"bimetallic CuNi/SSZ-13 zeolite catalysts (e.g., S₁–S₄ series)",200.00,,AIR,,-,_20260319_192422_chen_2019_a_dual_template_method_for_the_synthesis.json,,0,,0,,0,,,
1,HAuCl₄·3H₂O,0.026–0.153 mmol,PdCl₂,0.047–0.142 mmol,NaBH₄,7.5 mL of 0.1 M,Ce-NR support (acidified to pH 3.0),1.0 g,PVA (1.0 wt.%),2400 mg,,,"AuₓPdᵧ/Ce-NR bimetallic catalyst (e.g., Au₃₉Pd₆₁/Ce-NR, Au₆₁Pd₃₉/Ce-NR, Au₂₁Pd₇₉/Ce-NR)",5.00,1.00,AIR,,-,_20260319_192519_khawaji_2021_catalytic_oxidation_of_glucose_over_h.json,,0,,0,,0,yes,1.00,
1,Na₃BTC,0.1 M aqueous solution (2 mmol in 20 mL),metal salt precursor(s),"3 mmol total (e.g., Co(NO₃)₂·6H₂O and Ni(NO₃)₂·6H₂O in desired Co:Ni ratio)",ethanol,10 mL (optional but recommended for homogeneous solid solution formation),,,,,,,"bimetallic M-BTC MOF powder (e.g., Co-Ni-BTC)",,0.17,AIR,Co2N6 or CoNiN6,-,_20260319_192943_nowacka_2019_facile_green_aqueous_synthesis_of_mon.json,N,6,N,6,,0,yes,0.17,
1,(NH₄)₆Mo₇O₂₄·4H₂O,not specified,Co(NO₃)₂·6H₂O,not specified,D-(+)-Glucose,3 g,deionized water,for solution A and B (total volume not specified),,,,,MoCo-carbon sphere precursor,,,,Mo Co,,_20260319_193422_aslam_2020_the_catalytic_activity_of_kmoco_carbon_.json,,0,,0,,0,,,180.00
2,,,,,,,,,,,,,MoCo-CS,400.00,3.00,N₂,Mo Co,,_20260319_193422_aslam_2020_the_catalytic_activity_of_kmoco_carbon_.json,,0,,0,,0,,,
1,tetraethylorthosilicate (TEOS),molar composition SiO₂:TPAOH:H₂O = 1.0:0.4:35,tetrapropylammonium hydroxide (TPAOH),0.4 mol per mol SiO₂,deionized water,35 mol per mol SiO₂,,,,,,,silicalite-1 (S-1) crystals,,,,PtZn,,_20260319_193707_wang_2020_ultrasmall_ptzn_bimetallic_nanoclusters_.json,,0,,0,,0,,,170.00
2,[Pt(NH₃)₂Cl₂],0.00225 mol per mol SiO₂,[Zn(NH₃)₄](NO₃)₂,0.011 mol per mol SiO₂,ethylenediamine or water,solvent for dissolution,,,,,,,Pt/Zn precursor solution,,,AIR,PtZn,,_20260319_193707_wang_2020_ultrasmall_ptzn_bimetallic_nanoclusters_.json,,0,,0,,0,,,
3,S-1 gel mixture,from step 1,Pt/Zn precursor solution,added to gel,,,,,,,,,as-synthesized 0.3Pt0.5Zn@S-1 solid,,,,PtZn,,_20260319_193707_wang_2020_ultrasmall_ptzn_bimetallic_nanoclusters_.json,,0,,0,,0,,,170.00
4,as-synthesized solid,all,,,,,,,,,,,activated 0.3Pt0.5Zn@S-1 catalyst,550.00,8.00,AIR,PtZn,,_20260319_193707_wang_2020_ultrasmall_ptzn_bimetallic_nanoclusters_.json,,0,,0,,0,,,
1,SiO₂ nanoparticles,150 mg,propionic acid,10 mL,"2,5-dihydroxyterephthaldehyde",150 mg,dimethyl sulfoxide,1 mL,pyrrole,90 μL,,,SiO₂@PP,,,AIR,Fe Co N_x,,_20260319_194108_yuan_2020_nonprecious_bimetallic_sites_coordinated.json,N,1,,0,,0,yes,10.00,130.00
2,SiO₂@PP,30 mg,CoCl₂·6H₂O,157.56 mg,FeCl₂·4H₂O,56.40 mg,"N,N-dimethylformamide",30 mL,,,,,"SiO₂@(Fe,Co)PP@SiO₂",,,AIR,Fe Co N_x,,_20260319_194108_yuan_2020_nonprecious_bimetallic_sites_coordinated.json,N,1,,0,,0,,,180.00
3,"SiO₂@(Fe,Co)PP@SiO₂",all,,,,,,,,,,,"SiO₂@(Fe,Co)PP@SiO₂-900-b",,,AR,Fe Co N_x,,_20260319_194108_yuan_2020_nonprecious_bimetallic_sites_coordinated.json,N,1,,0,,0,,,900.00
4,"SiO₂@(Fe,Co)PP@SiO₂-900-b",all,HF solution (25%),30 mL,,,,,,,,,Fe/Co-Nₓ-C,,24.00,AIR,Fe Co N_x,,_20260319_194108_yuan_2020_nonprecious_bimetallic_sites_coordinated.json,N,1,,0,,0,,,
