step_i,ReactantA,amountA,ReactantB,amountB,ReactantC,amountC,ReactantD,amountD,ReactantE,amountE,ReactantF,amountF,Intermediate,temperature,time,atmosphere,active_site,metal_metal_distance,FileName,coordinationtypeA,numbersA,coordinationtypeB,numbersB,coordinationtypeC,numbersC,stir,stir_time,stir_temperature
1,wool keratin (upper layer of precursor solution),100 mL containing ~130 mg,Cu salt,mass ratio Cu:Ni:carrier = 1.08:1:100,Ni salt,mass ratio Cu:Ni:carrier = 1.08:1:100,,,,,,,dried Cu-Ni-keratin precursor,,,AIR,CuN2-S-NiN2,,sulfur bridged asymmetric cuni bimetallic atom sites for co2 reduction with high.json,"N, S",,"N, S",,,,yes,2.00,25.00
2,dried Cu-Ni-keratin precursor,,,,,,,,,,,,Cu-S-Ni/SNC,900.00,1.00,AR,CuN2-S-NiN2,,sulfur bridged asymmetric cuni bimetallic atom sites for co2 reduction with high.json,"N, S",,"N, S",,,,,,
1,Zn(NO₃)₂·6H₂O (zinc nitrate hexahydrate),2.94 g,SnCl₂ (tin(II) chloride),120 mg,CH₃OH (methanol),80 mL,C₄H₆N₂ (2-methylimidazole),3.24 g,,,,,ZnSn-MOF,,,AIR,Zn-N-Sn,2.5 Å,sulfur doping tunes p d orbital coupling over asymmetric zn sn dual atom for boo.json,"N, S",,"N, S",,,,yes,5.00,25.00
2,ZnSn-MOF,,S₈ (sulfur powder),,C₂H₄N₄ (dicyandiamide),,,,,,,,Zn₁Sn₁/SNC,1000.00,2.00,AR,Zn-N-Sn,2.5 Å,sulfur doping tunes p d orbital coupling over asymmetric zn sn dual atom for boo.json,"N, S",,"N, S",,,,,,
1,GO (graphene oxide),30 mg,NH₃•H₂O (ammonium hydroxide),200 mg,H₂O (deionized water),15 mL,,,,,,,NGH (nitrogen-doped graphene hydrogel),,,HE,asymmetric RuN₂-CuN,,tailoring asymmetric rucu dual atom electrocatalyst toward.json,N,2,N,1,,,,,180.00
2,NGH,cleaned several times with deionized water,CuCl₂ (copper(II) chloride),3 at% (aqueous solution),RuCl₃ (ruthenium(III) chloride),3 at% (aqueous solution),,,,,,,CuCl₂-RuCl₃/NGA,,,AIR,asymmetric RuN₂-CuN,,tailoring asymmetric rucu dual atom electrocatalyst toward.json,N,2,N,1,,,,,25.00
3,CuCl₂-RuCl₃/NGA,packed into copper discharge tube with copper plugs,high-power pulsed discharge system,,,,,,,,,,RuCu DAs/NGA,2726.85,,AIR,asymmetric RuN₂-CuN,,tailoring asymmetric rucu dual atom electrocatalyst toward.json,N,2,N,1,,,,,
1,"5-bromo-2,2'-bipyridine",0.352 g (1.5 mmol),Pd(PPh3)4 (tetrakis(triphenylphosphine)palladium(0)),0.166 g (0.14 mmol),hexamethylditin,1.16 g (2.0 mmol),DMF (dry),10 mL,,,,,"Sn-L (5-(tributylstannyl)-2,2'-bipyridine)",,,AR,NiSnN6,,the synthesis of high purity sn based heteronuclear dual atomic sites by pre con.json,N,6,N,6,,,,,120.00
2,Sn-L,0.089 g (0.2 mmol),Ni(acac)2 (nickel(II) acetylacetonate),0.051 g (0.2 mmol),MeOH/CHCl3 (1:1),10 mL,,,,,,,Ni/Sn-L,,,AR,NiSnN6,,the synthesis of high purity sn based heteronuclear dual atomic sites by pre con.json,N,6,N,6,,,,,80.00
3,sodium citrate tribasic dihydrate,20 g,,,,,,,,,,,NC (N-doped carbon substrate),,,AR,NiSnN6,,the synthesis of high purity sn based heteronuclear dual atomic sites by pre con.json,N,6,N,6,,,,,800.00
4,Ni/Sn-L,,NC,100 mg,MeOH,20 mL,,,,,,,NiSn/NC,400.00,2.00,AR,NiSnN6,,the synthesis of high purity sn based heteronuclear dual atomic sites by pre con.json,N,6,N,6,,,,,
1,2-methylimidazole (MeIM),3.94 g,Zn(NO₃)₂·6H₂O (zinc nitrate hexahydrate),3.39 g,CH₃OH (methanol),300 mL total (150 mL + 150 mL),,,,,,,ZIF-8,,,AIR,NiN4-bridge-N-FeN4,2.7 Å,tuning the inter metal interaction between ni and fe atoms in dual atom catalyst.json,N,4,N,4,,,,,25.00
2,ZIF-8,200 mg,Ni(acac)₂ (nickel(II) acetylacetonate),5 mg,Fe(acac)₃ (iron(III) acetylacetonate),6 mg,CH₃OH (methanol),,,,,,NiFe-isolate,,,AR,NiN4-bridge-N-FeN4,2.7 Å,tuning the inter metal interaction between ni and fe atoms in dual atom catalyst.json,N,4,N,4,,,,,920.00
3,NC (nitrogen-doped carbon),100 mg,Ni(NO₃)₂·6H₂O (nickel(II) nitrate hexahydrate),13 mg,Fe(NO₃)₃·9H₂O (iron(III) nitrate nonahydrate),6 mg,isopropanol,10 mL,,,,,NiFe-N bridge,900.00,1.00,AR,NiN4-bridge-N-FeN4,2.7 Å,tuning the inter metal interaction between ni and fe atoms in dual atom catalyst.json,N,4,N,4,,,,,
1,Na3C6H5O7 (trisodium citrate),10 g,,,,,,,,,,,carbon substrate,,,N2,Ni2N6O (oxygen-bridged nickel atomic pairs),,unique oxygen bridged nickel atomic pairs efficiently boost electrochemical redu.json,"N, O",,,,,,,,800.00
2,carbon substrate,0.2 g,dicyandiamide,2 g,,,,,,,,,NC (nitrogen doped carbon),,,N2,Ni2N6O (oxygen-bridged nickel atomic pairs),,unique oxygen bridged nickel atomic pairs efficiently boost electrochemical redu.json,"N, O",,,,,,,,800.00
3,NiCl2·6H2O (nickel(II) chloride hexahydrate),0.48 g,C8H4O3 (phthalic anhydride),0.8890 g,"C16H8O6 (3,3,4,4-biphenyltetracarboxylic anhydride)",0.3 g,CH4N2 (urea),3.4 g,NH4Cl (ammonium chloride),0.1 g,(NH4)2Mo2O7 (ammonium molybdate),0.15 g,Ni2Pc2 (dinuclear nickel phthalocyanine),,,AIR,Ni2N6O (oxygen-bridged nickel atomic pairs),,unique oxygen bridged nickel atomic pairs efficiently boost electrochemical redu.json,"N, O",,,,,,,,160.00
4,NC (nitrogen doped carbon),25 mg,Ni2Pc2,20 mg,C6H12O6 (glucose),80 mg,"DMF (N,N-dimethylformamide)",500 μL,,,,,Ni2N6/NC,750.00,2.00,N2,Ni2N6O (oxygen-bridged nickel atomic pairs),,unique oxygen bridged nickel atomic pairs efficiently boost electrochemical redu.json,"N, O",,,,,,,,
